Recency,Frequency,Monetary,Cluster
29,2,382.97999999999996,0
302,3,1140.35,2
145,2,385.64,2
6,2,632.0,0
19,2,957.66,0
33,5,1698.94,0
158,2,174.65,2
58,3,412.05,0
22,1,209.49000000000004,0
359,1,-102.0,2
16,6,2202.99,0
18,2,40.949999999999996,0
159,1,384.7999999999999,2
25,4,834.57,0
212,2,271.24,2
6,4,691.7299999999999,0
253,1,85.0,2
59,9,3385.6200000000003,0
11,1,361.62,0
65,1,312.98,0
25,4,847.6099999999999,0
92,3,1255.0,0
52,2,1537.95,0
88,2,1586.8100000000002,0
96,3,2651.4599999999996,0
9,2,1056.94,0
9,29,8025.0199999999995,3
169,5,363.4,2
57,1,216.17000000000002,0
326,1,201.16,2
1,6,1240.0000000000002,0
18,10,2187.3100000000004,0
245,2,299.55999999999995,2
58,4,501.56,0
74,1,145.67,0
31,3,1015.29,0
7,2,3192.54,0
123,4,3104.95,0
2,10,2751.2500000000005,0
23,14,6389.8,0
120,4,381.7,0
358,1,540.45,2
54,5,1786.79,0
64,1,122.69999999999999,0
86,1,117.24000000000001,0
55,1,1281.53,0
21,13,3219.7700000000004,0
4,22,16989.52,3
3,6,1131.28,0
1,9,2538.75,0
7,6,781.3000000000002,0
189,2,506.8,2
71,1,243.56,0
204,1,349.54999999999995,2
120,2,605.63,0
93,1,416.9,0
1,14,1860.8600000000001,0
27,4,632.97,0
298,1,821.1000000000001,2
22,5,535.97,0
21,5,2588.12,0
50,1,311.15999999999997,0
326,1,155.93,2
16,2,388.52,0
183,3,740.9499999999999,2
72,5,2867.2,0
37,2,332.64000000000004,0
80,5,2347.0499999999997,0
57,9,2580.91,0
4,3,613.95,0
50,2,272.03999999999996,0
50,2,1212.8400000000004,0
53,3,350.16,0
352,1,172.24999999999997,2
54,1,351.13000000000005,0
2,11,1682.08,0
36,6,616.65,0
23,1,223.85000000000002,0
75,1,348.99000000000007,0
11,4,464.57,0
169,3,802.85,2
58,2,337.34,0
86,3,1230.93,0
295,1,307.4,2
109,2,608.7899999999998,0
264,1,922.0999999999999,2
171,2,361.2799999999999,2
169,1,158.85,2
35,1,71.66,0
23,4,556.7499999999999,0
17,4,839.14,0
22,7,4912.409999999999,0
79,3,561.57,0
65,1,90.6,0
361,1,101.99999999999999,2
3,6,2427.3199999999997,0
11,5,728.5600000000001,0
176,3,674.4499999999998,2
211,3,3246.091,2
7,7,3515.6799999999994,0
2,3,378.59,0
154,2,322.96,2
5,5,1026.42,0
372,1,-102.45,2
79,3,598.1999999999999,0
21,2,230.22,0
22,2,169.55,0
308,4,664.5400000000001,2
146,1,80.7,2
7,20,8986.689999999999,0
9,11,2702.2200000000003,0
71,2,190.25000000000003,0
287,1,264.7,2
49,1,413.59,0
31,7,2503.23,0
207,1,357.98,2
15,2,196.79,0
73,1,869.8699999999998,0
60,1,200.14000000000001,0
39,5,1861.11,0
30,13,2590.46,0
27,6,488.03,0
4,16,7024.530000000001,0
17,1,320.46000000000004,0
20,9,4098.8,0
66,2,1266.08,0
213,1,311.3,2
12,7,850.6300000000001,0
30,1,76.8,0
32,12,3409.6600000000003,0
4,6,2313.1400000000003,0
15,6,1383.49,0
10,15,3865.26,0
206,2,633.71,2
46,4,2030.33,0
134,2,529.7299999999999,0
43,7,4582.639999999999,0
10,5,2874.72,0
116,3,962.1899999999999,0
198,3,685.9299999999998,2
278,1,328.8,2
110,3,473.02,0
77,1,505.18,0
53,1,917.34,0
154,5,4328.46,2
47,4,1398.9599999999998,0
17,2,642.8000000000001,0
155,3,631.9000000000001,2
225,1,440.0,2
7,2,584.0699999999999,0
122,2,327.70000000000005,0
61,1,104.82000000000002,0
63,2,467.66,0
18,8,2360.0899999999997,0
7,23,14634.640000000001,3
2,18,2929.8399999999997,0
22,4,512.02,0
29,5,1428.0200000000002,0
285,1,626.65,2
176,2,147.2,2
78,4,1554.4799999999996,0
33,1,152.2,0
41,15,3542.19,0
266,1,141.41,2
27,4,652.8199999999999,0
109,4,1659.75,0
284,1,154.99,2
9,7,1290.0099999999998,0
277,2,375.13,2
17,6,5639.15,0
32,2,746.3599999999999,0
1,26,15477.34,3
20,1,225.36,0
124,2,260.25,0
65,1,92.46,0
106,1,725.6400000000001,0
1,29,8124.4,3
24,18,6147.4,0
267,1,183.6,2
5,20,6135.38,0
10,12,10464.850000000002,0
29,7,1188.32,0
267,1,152.55,2
64,2,374.7,0
320,1,265.85,2
4,9,1307.4099999999999,0
21,2,139.54,0
5,3,942.26,0
129,1,122.47,0
41,5,499.4200000000001,0
102,6,1049.37,0
125,1,375.0999999999999,0
33,1,45.599999999999994,0
267,4,904.67,2
365,1,182.24999999999997,2
4,9,1018.4300000000001,0
2,19,4435.790000000001,0
3,2,181.67,0
10,14,50415.490000000005,3
57,1,161.0,0
325,1,76.32000000000001,2
8,17,4063.1000000000004,0
12,1,442.84999999999997,0
4,34,57120.91,3
37,1,147.34999999999997,0
16,12,3092.97,0
138,1,194.90000000000003,0
74,6,5976.790000000001,0
5,8,1314.73,0
155,2,216.20999999999998,2
85,2,1260.33,0
52,8,2688.48,0
31,3,594.1600000000001,0
23,2,80.19999999999999,0
4,13,5669.650000000001,0
14,5,688.6,0
23,12,2774.17,0
4,8,1377.92,0
274,2,386.53,2
20,5,1382.7399999999998,0
144,1,90.0,2
354,1,-19.9,2
4,6,2740.3,0
84,1,419.58000000000004,0
11,3,2740.4300000000003,0
8,4,643.6300000000001,0
123,3,709.7099999999999,0
61,2,637.5000000000002,0
2,5,1123.8600000000001,0
319,1,483.86,2
2,12,3580.13,0
130,5,590.3399999999999,0
2,15,4690.3099999999995,0
2,2,982.3800000000002,0
46,1,415.81999999999994,0
4,3,920.05,0
3,6,879.03,0
373,1,311.81,2
134,1,115.8,0
47,5,3148.2,0
9,6,2949.57,0
49,3,468.4,0
234,1,157.2,2
213,3,259.43,2
36,2,658.64,0
75,3,611.09,0
239,2,1345.62,2
266,1,118.75,2
10,66,113384.14000000001,1
20,3,400.43,0
40,1,507.65999999999997,0
20,14,4678.3,0
216,3,1110.52,2
174,2,289.36,2
87,4,2445.9100000000003,0
71,2,1631.7700000000004,0
276,1,122.54,2
39,4,574.84,0
98,1,363.79,0
11,4,450.8400000000001,0
33,1,134.46,0
51,7,3108.0600000000004,0
297,5,574.0,2
85,5,554.46,0
9,7,1620.9300000000003,0
41,2,719.78,0
11,31,4640.77,3
67,1,452.89,0
331,1,197.65,2
9,10,2018.9099999999999,0
2,24,4604.3099999999995,0
2,14,4660.01,0
68,2,853.3900000000001,0
5,32,11216.75,3
202,3,962.7,2
107,1,335.52,0
4,7,663.4999999999999,0
218,1,185.39999999999998,2
60,9,688.0400000000001,0
2,1,161.02999999999994,0
11,4,218.78,0
239,2,308.26,2
95,1,151.73999999999998,0
11,7,2067.13,0
91,7,1900.89,0
53,13,2208.3,0
90,1,1070.48,0
372,1,-1192.2000000000003,2
31,7,1000.2300000000001,0
12,7,1777.92,0
3,4,1839.3000000000002,0
2,24,1925.36,0
43,1,169.48000000000002,0
4,1,89.94,0
247,2,632.3999999999999,2
42,10,3427.85,0
177,1,683.1700000000001,2
92,4,975.23,0
110,4,1050.1200000000001,0
29,7,2201.64,0
26,15,3315.7100000000005,0
52,5,1450.6000000000001,0
179,5,822.0600000000001,2
32,8,2043.93,0
44,5,1447.5100000000002,0
22,4,775.4600000000003,0
10,6,3093.86,0
81,2,490.86,0
373,1,161.00000000000003,2
326,1,146.85,2
43,13,2323.5000000000005,0
30,2,890.3400000000001,0
184,1,213.70000000000005,2
235,2,280.55,2
9,14,2535.88,0
176,5,1677.48,2
111,3,1474.0600000000002,0
278,1,136.76999999999998,2
318,1,302.58,2
7,3,1904.05,0
2,5,2879.7,0
254,3,935.06,2
51,6,3087.2700000000004,0
9,10,12650.080000000002,0
142,1,120.0,2
51,2,1163.45,0
8,8,2618.2299999999996,0
155,3,319.47,2
109,2,530.18,0
151,7,1279.0900000000001,0
332,1,492.65,2
226,1,112.32,2
74,2,437.96000000000004,0
51,4,559.97,0
88,5,1019.3900000000001,0
15,4,3957.0,0
197,1,134.04,2
3,15,3729.34,0
31,3,578.45,0
21,4,1910.0100000000002,0
24,5,4595.81,0
8,4,151.23,0
212,2,413.85,2
9,6,911.26,0
11,6,2307.45,0
2,12,3873.3,0
8,14,4819.329999999999,0
3,4,1046.56,0
40,2,154.7,0
18,6,1284.06,0
3,45,50862.44,3
8,18,2855.3500000000004,0
19,1,43.2,0
108,2,632.04,0
223,2,197.1,2
71,5,1803.76,0
51,3,2083.42,0
89,6,2995.72,0
8,10,2319.6800000000003,0
225,2,229.71000000000004,2
47,6,1611.59,0
107,1,120.0,0
21,7,2456.9800000000005,0
65,1,508.58,0
207,3,343.10999999999996,2
11,5,1530.7500000000002,0
115,4,574.26,0
235,2,166.85000000000002,2
163,1,311.65000000000003,2
9,14,4928.74,0
124,2,462.65999999999997,0
23,3,866.3100000000001,0
64,2,351.45,0
17,9,2539.46,0
16,2,468.25999999999993,0
17,4,1614.91,0
158,4,554.2199999999999,2
235,4,289.91,2
219,1,134.7,2
45,9,2166.38,0
21,6,607.71,0
127,8,889.9300000000002,0
39,1,108.97999999999999,0
121,2,1021.58,0
260,1,409.57,2
10,1,133.5,0
271,2,258.7,2
165,1,51.0,2
157,4,1078.9600000000003,2
215,1,90.6,2
6,2,163.62,0
366,1,174.4,2
60,4,666.9399999999999,0
43,1,225.76999999999998,0
19,6,882.5799999999999,0
32,4,2128.2300000000005,0
22,1,161.2,0
109,8,3717.35,0
8,19,9167.82,0
320,1,155.0,2
295,1,100.5,2
358,1,76.55,2
185,1,257.68,2
191,2,617.05,2
44,2,348.1,0
52,1,202.68,0
26,1,626.07,0
38,3,1247.69,0
9,3,202.10999999999999,0
297,1,142.4,2
33,3,1770.5600000000002,0
9,10,3172.04,0
9,5,999.72,0
10,13,4592.47,0
218,1,67.94999999999999,2
2,12,3471.91,0
65,2,487.99000000000007,0
1,23,2556.68,0
141,2,559.6999999999999,0
4,14,4039.98,0
130,5,1426.31,0
34,7,1434.7200000000003,0
119,1,156.75,0
107,9,2111.08,0
11,7,2606.53,0
71,7,1908.2500000000002,0
16,15,576.3,0
311,1,1063.0,2
35,3,761.33,0
362,1,122.7,2
92,8,1485.1300000000003,0
1,18,5811.56,0
22,2,490.2200000000001,0
4,3,1937.25,0
11,6,1058.06,0
85,2,385.87,0
57,2,813.1100000000001,0
1,6,4263.639999999999,0
218,1,265.2,2
18,1,322.08,0
19,16,3918.8999999999996,0
50,2,363.34000000000003,0
7,7,1230.1399999999999,0
299,2,397.76000000000005,2
10,6,2255.51,0
22,6,1372.8,0
99,1,89.06,0
143,2,-43.400000000000006,2
306,1,131.9,2
320,1,2661.24,2
8,5,2357.6800000000003,0
1,10,1545.14,0
2,5,1544.6200000000001,0
54,7,1400.88,0
1,4,1039.58,0
19,5,1163.2300000000002,0
9,2,375.35,0
19,4,907.1,0
181,3,483.24999999999994,2
60,2,662.59,0
11,2,264.44,0
190,1,119.93,2
5,14,3047.63,0
311,1,113.64,2
155,1,1837.92,2
110,4,383.34,0
148,3,2103.0599999999995,2
64,15,1965.9,0
98,3,529.62,0
247,3,1058.62,2
29,7,2272.4,0
18,4,598.76,0
12,2,461.19000000000005,0
104,8,1936.84,0
74,2,234.34,0
43,2,537.71,0
72,6,799.8199999999999,0
257,1,215.7,2
20,5,1307.8100000000002,0
254,2,316.24999999999994,2
11,1,279.05,0
165,2,636.51,2
18,6,2068.15,0
150,2,129.2,2
50,1,321.92,0
39,1,165.75,0
27,7,1183.58,0
51,2,1047.43,0
207,1,463.38,2
175,2,340.93,2
7,7,2362.84,0
26,1,139.56,0
51,2,123.79999999999998,0
312,2,538.8100000000001,2
301,2,457.47,2
43,5,1957.3200000000002,0
26,3,815.3199999999999,0
88,3,356.85,0
64,3,190.31000000000003,0
20,14,2351.02,0
3,6,3543.26,0
47,4,673.26,0
17,11,5818.700000000001,0
17,5,2012.17,0
24,7,1368.1799999999998,0
22,2,276.42,0
11,6,1267.4100000000003,0
188,2,275.28,2
101,4,438.49,0
61,3,1055.35,0
18,6,2102.0899999999997,0
33,2,330.45000000000005,0
64,1,174.37,0
2,2,270.6,0
24,4,974.54,0
108,1,241.09,0
32,9,1867.6800000000003,0
9,13,4221.369999999999,0
3,86,7711.38,3
37,1,364.21999999999997,0
60,3,620.04,0
26,6,2925.9100000000003,0
236,4,932.8500000000001,2
25,9,1812.6200000000003,0
3,25,4075.35,0
59,4,2841.09,0
260,1,171.8,2
58,1,355.56000000000006,0
65,2,388.24999999999994,0
16,2,537.48,0
10,3,996.26,0
59,8,1461.6500000000003,0
186,1,103.25000000000001,2
4,21,2916.1700000000005,0
24,2,2024.45,0
4,9,2487.0200000000004,0
4,9,3986.74,0
151,2,652.8,2
311,1,289.24,2
11,2,765.62,0
18,2,186.23000000000002,0
152,1,165.07,2
19,5,859.2700000000001,0
10,4,2381.04,0
57,2,324.14,0
64,2,0.0,0
7,24,2174.1800000000003,0
76,3,1080.76,0
4,22,4709.220000000001,0
96,6,3073.77,0
111,1,1432.0,0
35,3,1524.46,0
1,1,227.38999999999996,0
281,2,218.06,2
3,10,2803.6900000000005,0
180,13,1603.72,2
372,1,35.400000000000006,2
13,4,859.7100000000002,0
3,1,168.63,0
17,1,138.6,0
41,1,114.11,0
6,5,1052.55,0
169,5,1029.26,2
50,1,157.05,0
227,3,134.16000000000003,2
19,10,1598.2400000000002,0
372,1,39.75,2
15,4,1447.14,0
35,3,570.4599999999999,0
22,3,617.99,0
7,2,379.8299999999999,0
20,6,1740.6000000000001,0
11,2,883.1500000000001,0
44,1,221.97,0
306,1,393.33,2
11,1,213.96000000000004,0
275,1,660.0,2
1,128,11713.85,3
16,17,11341.1,0
4,4,1785.1499999999999,0
72,4,601.5600000000001,0
243,3,406.08000000000004,2
9,4,538.59,0
239,2,379.50999999999993,2
204,3,393.2800000000001,2
1,6,1765.7599999999998,0
185,1,320.58,2
32,6,869.3499999999999,0
57,2,225.84999999999997,0
185,5,848.48,2
9,7,2757.07,0
312,1,-21.849999999999998,2
91,2,671.9599999999999,0
4,3,939.21,0
51,3,1006.98,0
263,1,114.56,2
266,1,344.9000000000001,2
36,2,609.8500000000001,0
51,1,443.6,0
52,8,2952.34,0
16,8,2042.1499999999999,0
22,1,110.46,0
59,1,96.12,0
170,3,668.6099999999999,2
9,4,780.4599999999999,0
157,2,597.0899999999999,2
2,77,279489.02,1
201,1,243.21999999999997,2
5,4,1417.29,0
67,2,654.5999999999999,0
77,1,114.18,0
1,7,1947.5499999999997,0
4,5,1930.15,0
169,2,291.05,2
18,5,838.27,0
5,2,247.14999999999998,0
9,12,2456.5299999999997,0
87,2,285.73999999999995,0
27,1,107.95,0
29,4,771.1700000000001,0
20,2,637.8900000000001,0
61,7,1258.38,0
24,1,195.25,0
11,27,9231.2,3
242,3,1269.9900000000002,2
280,2,411.53000000000003,2
235,2,765.55,2
3,5,1736.4,0
16,1,604.7500000000001,0
31,8,2543.24,0
372,1,-2.55,2
25,23,26932.339999999997,3
71,3,498.95,0
188,2,52.0,2
26,5,1236.2799999999997,0
107,1,628.3799999999999,0
8,27,5107.38,3
209,1,112.80000000000001,2
44,3,358.60999999999996,0
31,5,2114.33,0
137,5,582.0500000000001,0
265,1,172.9,2
4,9,2070.9700000000003,0
218,2,188.60999999999996,2
2,5,1250.76,0
214,1,109.13000000000001,2
32,3,2235.2999999999997,0
11,12,2486.2200000000003,0
1,18,3250.6400000000003,0
15,1,318.16999999999996,0
11,9,1546.9099999999999,0
199,1,179.0,2
3,4,1096.6699999999998,0
15,14,4911.140000000001,0
14,4,606.13,0
10,12,2838.2,0
29,3,917.07,0
9,12,2664.2599999999998,0
24,1,160.19,0
25,4,867.3800000000001,0
43,2,329.67999999999995,0
2,6,1592.18,0
6,3,663.8100000000002,0
147,1,187.92,2
10,6,1158.3,0
25,1,718.08,0
274,1,268.58,2
374,1,313.49000000000007,2
1,8,2005.06,0
47,3,380.02000000000004,0
8,10,2686.34,0
9,15,9451.54,0
4,34,5807.6900000000005,3
4,3,1164.55,0
39,9,1289.94,0
2,8,3899.1,0
191,4,1423.2099999999996,2
12,6,1400.3400000000001,0
16,9,1088.53,0
113,6,1167.1600000000003,0
248,2,294.29999999999995,2
29,6,1311.79,0
44,1,389.63999999999993,0
87,1,563.1499999999999,0
45,2,638.05,0
10,12,4965.38,0
15,1,738.9599999999998,0
75,1,420.50000000000006,0
145,4,1484.06,0
5,3,1625.97,0
294,2,53.8,2
59,2,255.89999999999998,0
264,1,300.52,2
44,2,250.55,0
29,3,254.11,0
8,8,2423.0699999999997,0
17,3,139.50000000000003,0
3,10,10641.6,0
232,2,876.42,2
112,1,139.26,0
58,3,1011.8999999999999,0
51,13,2195.5800000000004,0
4,2,-17.45,0
127,2,730.8599999999999,0
281,3,386.15,2
55,2,447.68,0
320,1,200.10000000000002,2
26,2,289.99,0
10,2,77.4,0
7,2,679.4399999999998,0
29,1,197.64000000000001,0
17,4,745.0600000000001,0
64,2,0.0,0
4,2,214.14000000000001,0
3,9,1272.11,0
166,1,131.45,2
1,27,7839.51,3
53,3,173.74,0
51,1,157.70000000000002,0
48,16,4236.34,0
61,1,193.13999999999996,0
162,3,845.55,2
9,1,353.27,0
15,4,554.6500000000001,0
75,1,193.39,0
40,15,2175.3700000000003,0
41,11,2087.88,0
370,2,155.42999999999998,2
37,2,778.5,0
197,1,271.85,2
200,2,1110.3400000000001,2
74,3,657.8,0
64,2,272.07,0
21,4,507.28999999999996,0
367,1,48.800000000000004,2
180,3,321.42999999999995,2
10,4,1127.7100000000003,0
4,12,2226.9100000000003,0
197,3,2139.76,2
29,6,644.65,0
53,1,197.13,0
18,8,1698.3500000000001,0
10,3,102.44999999999999,0
90,5,1641.2000000000005,0
268,1,62.85,2
53,6,3295.7599999999998,0
35,8,2456.8,0
64,4,3189.8100000000004,0
149,1,309.4,2
22,28,7904.280000000001,3
312,2,278.15000000000003,2
23,2,511.3499999999999,0
58,6,2836.69,0
9,3,463.04999999999995,0
78,8,2749.8900000000003,0
119,2,645.65,0
36,3,1311.38,0
60,3,1165.65,0
13,5,1352.0400000000002,0
9,2,168.62,0
52,1,125.79000000000002,0
26,2,841.2,0
29,1,266.76,0
7,2,52.2,0
11,13,14197.45,0
186,4,701.33,2
3,9,2939.6400000000003,0
4,3,721.95,0
262,1,327.24999999999994,2
3,4,522.38,0
210,1,519.6800000000001,2
9,5,1448.72,0
13,9,1485.5400000000002,0
77,3,706.1900000000002,0
20,1,255.4,0
27,2,589.7,0
19,7,756.6400000000001,0
132,1,765.3199999999999,0
253,1,364.79999999999995,2
79,1,1862.0,0
207,1,369.2,2
336,1,135.9,2
254,1,125.65,2
148,2,554.38,2
10,2,1237.8500000000001,0
85,1,655.7499999999999,0
8,24,11020.26,3
205,2,468.77000000000004,2
8,4,1366.38,0
23,8,1228.3200000000002,0
11,10,1414.99,0
21,2,314.11,0
21,10,2744.4799999999996,0
2,2,1025.44,0
154,3,599.9,2
3,10,3478.85,0
74,1,277.79999999999995,0
3,7,389.86,0
1,248,132572.62,1
17,3,841.52,0
36,4,1227.43,0
86,3,258.83000000000004,0
71,5,1264.8400000000001,0
116,2,1610.1499999999996,0
213,2,977.77,2
30,2,1316.0700000000002,0
51,1,749.1,0
246,1,310.05,2
32,1,223.88,0
109,3,2372.8599999999997,0
5,6,964.6800000000001,0
366,1,363.53,2
73,3,1888.84,0
297,1,1784.71,2
9,9,8117.420000000002,0
57,4,1617.6299999999999,0
30,14,5842.950000000001,0
14,1,100.9,0
72,2,290.82000000000005,0
23,7,1066.5700000000002,0
9,2,361.25,0
79,1,311.69000000000005,0
46,15,7912.790000000001,0
25,1,289.82000000000005,0
12,1,336.16999999999996,0
253,1,58.49,2
147,3,499.68,2
59,5,684.9699999999998,0
8,2,221.26999999999998,0
11,12,7006.58,0
271,1,126.70000000000002,2
10,5,1487.8,0
247,1,206.21,2
96,2,599.0,0
15,1,191.32,0
50,1,463.8,0
30,1,147.59000000000003,0
68,4,1592.06,0
35,3,1116.5700000000002,0
128,1,114.77,0
107,3,1314.4499999999998,0
37,1,114.39,0
57,1,279.94,0
57,8,765.86,0
72,5,1931.42,0
246,1,102.12,2
19,2,213.27,0
198,2,296.75,2
16,2,326.4,0
212,1,334.53999999999996,2
39,2,233.23000000000002,0
46,4,540.98,0
170,2,429.87,2
48,1,490.52000000000004,0
116,4,1641.7599999999998,0
147,1,1246.3200000000002,2
16,35,6180.49,3
51,1,502.09000000000003,0
159,1,156.91000000000003,2
12,3,1261.78,0
36,1,308.94,0
54,2,423.04,0
43,2,260.17,0
173,1,170.04,2
34,1,125.58000000000001,0
39,4,456.26,0
267,1,265.99999999999994,2
9,13,1872.2800000000002,0
12,4,905.0400000000001,0
3,12,6763.16,0
10,10,1661.33,0
33,1,377.01,0
80,3,469.0,0
31,6,1051.95,0
8,4,627.1300000000001,0
72,2,518.28,0
4,4,668.1400000000001,0
256,5,4464.1,2
5,11,2571.02,0
16,11,4277.66,0
90,1,252.73000000000002,0
72,3,465.5499999999999,0
43,7,665.59,0
10,52,19786.440000000002,3
170,1,180.35000000000002,2
199,1,135.93,2
31,1,537.0,0
19,22,7629.380000000001,0
152,3,633.66,2
9,16,5064.009999999999,0
270,1,343.61999999999995,2
65,5,380.57000000000005,0
274,1,121.17000000000002,2
25,5,1727.17,0
23,3,1391.6100000000001,0
319,1,215.78,2
5,3,697.7900000000001,0
12,2,302.1,0
275,2,1489.5,2
25,11,2124.9900000000002,0
41,11,1325.82,0
8,4,303.09000000000003,0
4,55,54228.740000000005,3
71,4,987.86,0
213,1,370.79999999999995,2
38,6,3135.98,0
32,2,760.59,0
78,3,1744.76,0
46,2,553.36,0
179,1,1109.5300000000002,2
373,1,106.2,2
94,2,982.07,0
10,4,612.4300000000001,0
105,1,748.87,0
78,1,773.03,0
173,1,880.8499999999999,2
7,38,9623.35,3
213,5,893.6600000000001,2
22,6,487.34999999999997,0
257,1,88.19999999999999,2
282,1,306.94,2
21,3,1140.27,0
10,6,2420.84,0
308,1,381.32,2
54,2,476.96,0
215,2,457.80999999999995,2
18,9,4410.14,0
104,5,1364.6999999999998,0
43,1,219.39,0
4,1,248.07999999999998,0
182,5,649.5,2
84,1,410.48,0
330,6,635.1,2
9,3,310.03,0
31,2,703.3599999999999,0
167,3,1002.54,2
18,7,2298.9300000000003,0
18,7,1407.73,0
311,8,247.65999999999997,2
142,5,1291.75,0
241,2,463.7500000000001,2
24,7,970.25,0
29,3,1567.4799999999998,0
10,4,3439.4099999999994,0
30,10,2760.5599999999995,0
18,1,340.11,0
18,4,1352.75,0
15,6,1550.13,0
134,1,244.8,0
246,1,266.4,2
130,2,343.8199999999999,0
50,2,457.72,0
85,6,1612.1299999999999,0
7,2,2199.3100000000004,0
23,2,184.19000000000003,0
25,23,11117.05,3
66,1,406.53000000000003,0
60,8,1419.54,0
50,11,3447.4,0
170,1,330.11000000000007,2
18,5,977.93,0
128,3,982.4199999999998,0
15,8,1387.99,0
233,2,127.14999999999998,2
3,5,1282.45,0
240,2,178.96,2
52,8,2350.0,0
46,1,498.74000000000007,0
226,1,259.45,2
8,18,6530.040000000001,0
4,4,1194.7300000000002,0
165,3,1313.66,2
219,2,608.65,2
11,1,301.29,0
134,1,520.8,0
17,11,5303.969999999999,0
10,16,4684.24,0
31,1,329.25,0
74,2,240.26999999999998,0
1,3,961.4899999999999,0
4,5,1869.4999999999998,0
45,1,401.4000000000001,0
2,34,18573.68,3
357,1,158.16000000000003,2
18,2,304.4699999999999,0
69,3,843.0499999999998,0
373,1,487.75,2
321,1,163.00000000000003,2
26,1,106.56,0
325,2,1034.5,2
9,5,1624.05,0
323,1,135.75,2
72,1,224.14000000000004,0
260,1,40.5,2
18,7,2186.2000000000007,0
367,1,87.5,2
66,5,680.28,0
154,2,622.8499999999998,2
29,2,406.76,0
70,1,310.62,0
14,2,411.41,0
2,18,4670.080000000001,0
1,53,15802.140000000001,3
120,3,1044.3200000000002,0
61,1,499.31999999999994,0
3,22,7521.17,0
3,1,3861.0,0
9,5,656.44,0
92,2,193.64,0
59,4,1268.6999999999998,0
79,11,927.8400000000001,0
26,6,1827.8,0
357,1,316.58,2
85,3,648.8299999999999,0
10,4,420.3,0
1,6,867.62,0
225,1,331.18,2
60,2,894.41,0
239,2,88.94999999999997,2
319,3,325.05,2
2,8,1661.44,0
45,6,615.9899999999999,0
88,1,96.6,0
11,11,5756.89,0
176,1,305.75,2
52,7,1758.9199999999998,0
366,2,114.10000000000004,2
319,1,585.0,2
226,3,454.8999999999999,2
358,3,310.47999999999996,2
234,1,409.4000000000001,2
311,1,154.41,2
37,5,1219.4,0
66,5,3376.9599999999996,0
239,2,429.6,2
113,2,612.0600000000001,0
277,1,197.00000000000006,2
218,12,2247.51,2
299,1,321.04999999999995,2
2,4,1412.3200000000002,0
29,5,1056.54,0
10,3,764.34,0
45,7,1685.5700000000002,0
67,9,1738.5900000000001,0
74,1,316.68,0
65,2,631.5699999999999,0
134,3,2515.84,0
238,2,514.15,2
122,1,356.0,0
32,15,6657.36,0
9,15,10327.109999999999,0
36,2,740.78,0
16,6,915.3,0
127,1,300.36000000000007,0
67,1,890.85,0
149,1,98.45,2
281,2,232.14999999999998,2
169,2,623.1600000000001,2
100,8,1780.7699999999998,0
135,1,254.81999999999996,0
324,1,178.95000000000002,2
107,1,156.50999999999996,0
64,1,393.7400000000001,0
151,2,1506.12,2
338,1,119.30000000000001,2
22,5,1717.36,0
24,1,408.8,0
16,9,2298.2,0
7,16,2485.82,0
57,2,721.94,0
4,2,716.57,0
31,2,609.1899999999999,0
66,1,135.31,0
47,1,255.89999999999998,0
355,2,277.40999999999997,2
172,1,113.12,2
59,12,2239.95,0
50,1,240.55,0
22,3,485.24,0
43,5,2306.5200000000004,0
29,4,935.1,0
5,21,7803.7699999999995,0
26,20,4596.51,0
201,1,180.94,2
44,10,3610.31,0
10,4,635.0400000000001,0
2,14,3774.1000000000004,0
67,11,3787.09,0
64,1,496.43999999999994,0
51,14,5028.119999999999,0
290,1,574.02,2
61,10,680.3000000000002,0
